Estado	Municipio	Parroquia	Centro	Número de Electores escrutados.	Número de Actas Procesadas.	Número total de Votos Nulos.	Número Total de Votantes que votaron realmente.	HUGO CHAVEZ	Número total de Votos Válidos.	ORLANDO CHIRINO	REINA SEQUERA	LUIS REYES	MARIA BOLIVAR	HENRIQUE CAPRILES RADONSKI	Número de Votos Escrutados.
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	ESCUELA BASICA NACIONAL BOLIVARIANA RAFAEL CABRICES BELTRAN	303	1	11	254	191	243	1	1	0	0	50	254
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA ESTADAL EMILIO GIMON STERLING	4587	8	81	3478	2078	3397	0	12	3	4	1300	3478
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	ESCUELA. BASICA. NACIONAL. CATIA LA MAR	3918	7	60	3068	2301	3008	0	10	2	2	693	3068
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	ESCUELA. ESTATAL VICENTE LECUNA	2792	5	40	2153	1578	2113	1	12	2	2	518	2153
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	ESCUELA BASICA NACIONAL BOLIVARIANA VISTA AL MAR	784	2	14	650	558	636	0	4	1	2	71	650
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	U.E. ANGEL VALERO HOSTOS	1434	3	29	1265	870	1236	1	4	0	1	360	1265
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA NACIONAL GUSTAVO OLIVARES BOSQUES	2135	4	36	1743	968	1707	0	13	0	2	724	1743
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	CENTRO DE EDUCACION INTEGRAL NAC. YAJAIRA CASTILLO	326	1	8	281	204	273	0	2	0	0	67	281
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA INSTITUTO DE CIENCIAS DEL MAR	878	2	11	633	284	622	0	1	0	1	336	633
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD. EDUCATIVA. PRIVADA JUAN XXIII TACAGUA	1138	2	11	933	292	922	0	2	1	0	627	933
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA PRIVADA COLEGIO SAN JOSE DE CATIA LA MAR	1967	4	18	1612	390	1594	1	7	1	1	1194	1612
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA ESTADAL  EMILIO GIMON STERLING (2)	866	2	10	700	455	690	0	0	1	0	234	700
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA. NACIONAL NARCISO GONELL	4680	9	58	3752	2412	3694	1	13	2	3	1263	3752
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA ESTADAL MARAPA	2904	5	35	2271	1614	2236	2	18	2	1	599	2271
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	UNIDAD EDUCATIVA PRIVADA COLEGIO SAN FRANCISCO DE ASIS	450	1	7	362	286	355	0	2	0	1	66	362
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	ESCUELA TECNICA INDUSTRIAL ROBINSONIANA CARLOS FIOLL	2370	5	18	1828	772	1810	0	9	0	1	1028	1828
EDO. VARGAS	CE. VARGAS	PQ. CATIA LA MAR	ESCUELA. ESTATAL GUARDERIA INFANTIL CATIA LA MAR	975	2	17	823	486	806	0	9	0	1	310	823
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	UNIDAD EDUCATIVA ESTADAL PAULO FREIRE	215	1	0	181	144	181	1	0	0	0	36	181
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	CENTRO MOVIL ESTACION DE BOMBEROS NUMERO : 4 HUMBERTO GERARDO OVALLES	1556	3	34	1197	538	1163	2	8	1	2	612	1197
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	UNIDAD EDUCATIVA ESTADAL CONCENTRADA MAGALY ESPINOZA	939	2	40	772	547	732	0	1	1	0	183	772
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA EL JUNKO	1836	4	25	1482	620	1457	0	11	2	0	824	1482
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	ESCUELA BASICA NACIONAL RURAL PETAQUIRE	633	2	16	446	304	430	1	4	2	1	118	446
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	ESCUELA BASICA ESTADAL UNITARIA  TIBRONCITO	737	2	16	548	335	532	0	0	4	0	193	548
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	UNIDAD EDUCATIVA LUISA AMALIA VEGAS DE VEGAS	599	1	10	481	272	471	0	5	0	0	194	481
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	ESCUELA ANGEL QUINTANA	291	1	6	230	155	224	0	1	0	0	68	230
EDO. VARGAS	CE. VARGAS	PQ. EL JUNKO	UNIDAD EDUCATIVA ESTATAL CONCENTRADA LICENCIADO OCTAVIO BETANCOURT	327	1	4	251	198	247	0	2	0	0	47	251
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	ESCUELA INTEGRAL BOLIVARIANA REPUBLICA DE PANAMA	5160	9	128	4006	2282	3878	1	27	2	3	1563	4006
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	ESCUELA RURAL PROFESORA CARMEN RIÓ BUENO	325	1	4	293	237	289	0	1	0	0	51	293
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	ESCUELA  BOLIVARIANA EL TANQUE	437	1	3	381	283	378	0	0	0	0	95	381
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	UNIDAD EDUCATIVA NACIONAL SERGIO MARIA RECAGNO	1310	3	19	1058	645	1039	0	4	1	2	387	1058
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	ESCUELA MUNICIPAL LA GUAIRA	815	2	28	636	357	608	0	3	0	0	248	636
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	ANEXO DEL INSTITUTO UNIVERSITARIO DE TECNOLOGIA INDUSTRIAL RODOLFO LOERO ARISMENDI (IUTIRLA)	989	2	20	762	403	742	0	4	1	2	332	762
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	INSTITUTO UNIVERSITARIO DE TECNOLOGIA INDUSTRIAL RODOLFO LOERO ARISMENDI (IUTIRLA)	3118	6	56	2380	1130	2324	1	20	0	0	1173	2380
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	CASA COMUNAL GUANAPE II	337	1	3	293	208	290	0	0	1	0	81	293
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	ESCUELA MUNICIPAL LUISA CASTILLO	4398	8	112	3470	1987	3358	1	23	1	3	1343	3470
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	UNIDAD EDUCATIVA ESTADAL GENERAL AMBROSIO PLAZA	1300	3	24	976	587	952	0	6	1	0	358	976
EDO. VARGAS	CE. VARGAS	PQ. LA GUAIRA	PRE ESCOLAR LUISA CASTILLO	340	1	5	282	219	277	0	1	0	0	57	282
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. ANDRES BELLO (KM 48)	ESCUELA BASICA BOLIVARIANA LA PIÑATA	869	2	7	588	379	581	0	0	0	0	202	588
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. ANDRES BELLO (KM 48)	ESCUELA BOLIVARIANA LA CEPEDA	105	1	1	87	52	86	0	1	0	0	33	87
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. ANDRES BELLO (KM 48)	UNIDAD EDUCATIVA ESTADAL BETHY RIOS	2977	6	24	2285	1439	2261	0	5	0	2	815	2285
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. ANDRES BELLO (KM 48)	UNIDAD EDUCATIVA ESTADAL MAESTRA ELISA FARIA	2242	4	20	1657	1165	1637	0	3	0	0	469	1657
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. EL CARMELO	UNIDAD EDUCATIVA SEÑOR FEBRES NAVA	947	2	8	773	410	765	0	3	0	0	352	773
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. EL CARMELO	UNIDAD EDUCATIVA NACIONAL ROBERTO GONZALEZ	5213	9	26	4431	2258	4405	0	3	1	0	2143	4431
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CHIQUINQUIRA	CENTRO EDUCATIVO INICIAL SIMONCITO URDANETA	1513	3	13	1169	839	1156	0	2	0	0	315	1169
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CHIQUINQUIRA	ESCUELA  BASICA ESTADAL GIRALDOT	3499	6	30	2788	1727	2758	1	3	1	0	1026	2788
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CHIQUINQUIRA	UNIDAD EDUCATIVA ESTADAL MAESTRO FRANCISCO ESPARZA	3034	6	16	2433	1321	2417	0	7	0	0	1089	2433
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. POTRERITOS	UNIDAD EDUCATIVA NACIONAL CACIQUE MARA	3519	6	17	2867	1522	2850	0	2	0	0	1326	2867
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. POTRERITOS	UNIDAD EDUCATIVA  LOURDES  RINCON	1085	2	6	918	741	912	0	1	0	0	170	918
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	ESCUELA BASICA. EL ZABILAR	1401	3	8	1185	818	1177	0	2	1	1	355	1185
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	UNIDAD EDUCATIVA NACIONAL CARACCIOLO PARRA LEON	2725	5	25	2337	1028	2312	0	6	0	0	1278	2337
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	UNIDAD EDUCATIVA BOLIVARIANA LOS POZOS	2669	5	18	2154	971	2136	0	4	0	0	1161	2154
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	JARDIN DE  INFACIA NACIONAL SILVIO GALVIZ	1925	4	14	1528	821	1514	0	6	0	0	687	1528
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	PREESCOLAR NACIONAL LA CONCEPCION	1420	3	17	1163	461	1146	0	2	0	0	683	1163
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	ESCUELA BASICA ESTADAL SILVIO GALVIZ	4424	8	18	3323	1649	3305	0	2	1	0	1653	3323
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	PRESCOLAR NACIONAL RIVERAS DEL LAGO	1045	2	9	883	377	874	0	0	1	0	496	883
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	ESCUELA BASICA NACIONAL DOCTOR OLEGARIO HERNANDEZ	3628	7	31	2931	1121	2900	0	4	0	2	1773	2931
EDO. ZULIA	MP. LA CA#ADA DE U.	PQ. CONCEPCION	UNIDAD EDUCATIVA MAESTRO AUDIO URDANETA	2556	5	28	2179	918	2151	0	6	0	0	1227	2179
EDO. ZULIA	MP. COLON	PQ. SAN CARLOS DEL ZULIA	ESCUELA BASICA NACIONAL LA CULEBRA	166	1	1	126	76	125	0	1	1	0	47	126
EDO. ZULIA	MP. COLON	PQ. SAN CARLOS DEL ZULIA	ESCUELA BASICA NACIONAL SANTA CRUZ	4496	8	72	3801	1828	3729	0	13	1	1	1886	3801
EDO. ZULIA	MP. COLON	PQ. SAN CARLOS DEL ZULIA	ESCUELA BASICA NACIONAL CATATUMBO	1387	3	27	1179	523	1152	0	7	1	1	620	1179
EDO. ZULIA	MP. COLON	PQ. SAN CARLOS DEL ZULIA	UNIDAD EDUCATIVA CURVA DE COLON	1732	3	13	1410	1149	1397	0	3	0	0	245	1410
EDO. ZULIA	MP. COLON	PQ. SAN CARLOS DEL ZULIA	UNIDAD EDUCATIVA ESTADAL CARMELITA ROLDAN PORTILLO (E.Z.A)	3171	6	46	2600	1009	2554	0	10	0	0	1535	2600
EDO. ZULIA	MP. COLON	PQ. SANTA CRUZ DEL ZULIA	E.B. EST. ATACOSO	390	1	0	275	175	275	1	0	0	0	99	275
EDO. ZULIA	MP. COLON	PQ. SANTA CRUZ DEL ZULIA	ESCUELA BASICA ESTATAL EL REMOLINO	3329	6	22	2608	1119	2586	0	2	1	0	1464	2608
EDO. ZULIA	MP. COLON	PQ. SANTA CRUZ DEL ZULIA	ESCUELA BASICA ESTADAL  BOBURE	543	1	10	428	239	418	0	1	0	0	178	428
EDO. ZULIA	MP. COLON	PQ. SANTA CRUZ DEL ZULIA	UNIDAD EDUCATIVA CREACION ZULIA	1422	3	26	1188	667	1162	0	1	0	0	494	1188
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	ESCUELA BOLIVARIANA LA CONCHA	1937	4	9	1473	939	1464	1	6	0	0	518	1473
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	ESCUELA CREACION PUERTO CHAMA	381	1	4	287	200	283	0	0	0	0	83	287
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	ESCUELA TRES PIPAS SE LLAMA AHORA UNIDAD EDUCATIVA BOLIVARIANA JUAN VICENTE BOLIVAR PALACIOS	281	1	2	233	185	231	0	1	0	0	45	233
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	UNIDAD EDUCATIVA NACIONAL CAÑO BLANCO	1571	3	10	1201	636	1191	0	2	1	0	552	1201
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	ESCUELA BOLIVARIANA CAÑO MUERTO ARRIBA LE CAMBIARON EL NOMBRE A ESCUELA BOLIVARIANA JUANA BOLIVAR PALACIOS	357	1	3	279	208	276	0	0	0	0	68	279
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	ESCUELA BASICA BOLIVARIANA SANTA MARIA DE JANEIRO	227	1	3	183	135	180	0	0	1	0	44	183
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	UNIDAD EDUCATIVA ESTADAL SAN ANTONIO	1113	2	11	824	486	813	0	7	0	0	320	824
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	ESCUELA BOLIVARIANA CAÑO MUERTO	598	1	9	467	301	458	1	3	0	0	153	467
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	UNIDAD EDUCATIVA ESTADAL LA FORTUNA	700	2	7	544	341	537	0	2	1	0	193	544
EDO. ZULIA	MP. COLON	PQ. URRIBARRI	ESCUELA BOLIVARIANA MEDIO CUARTO LE CAMBIARON EL NOMBRE A UNIDAD BASICA BOLIVARIANA JOSE LEONARDO CHIRINOS	549	1	6	425	228	419	0	2	0	1	188	425
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	UNIDAD EDUCATIVA ESTADAL  MARISCAL ANTONIO JOSE DE SUCRE	5831	11	73	4676	2200	4603	1	18	0	2	2382	4676
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	LICEO FRANCISCO JAVIER PULGAR	3722	7	59	3158	1636	3099	0	6	1	0	1456	3158
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	UNIDAD EDUCATIVA BOLIVARIANA DOCTOR DOMINGO LABARC	1482	3	11	1228	957	1217	1	2	0	0	257	1228
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA BASICA NACIONAL LAS DELICIAS	2245	4	49	1805	1171	1756	1	4	1	0	579	1805
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA BASICA NACIONAL ALMIRANTE PADILLA	4991	9	34	3992	1722	3958	0	12	0	0	2224	3992
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA PRIMARIA BOLIVARIANA GENERALA MANUELA SAENZ	440	1	5	343	183	338	0	1	0	0	154	343
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA BASICA NACIONAL ALMIRANTE PADILLA (ANEXO 1	503	1	11	424	180	413	1	0	0	0	232	424
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA BASICA PROFESIONAL MIGUEL LEON	1174	2	6	1037	696	1031	0	2	0	1	332	1037
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA BASICA ARTESANAL CIRA VEGA	2024	4	25	1719	805	1694	0	5	0	0	884	1719
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA BOLIVARIANA SIMON BOLIVAR	993	2	25	804	635	779	0	0	0	0	144	804
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA NACIONAL CONCENTRADA LA VICTORIA	1031	2	16	806	577	790	0	5	0	0	208	806
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA ENCONTRADOS	5147	10	77	4174	2322	4097	2	14	1	2	1756	4174
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA TECNICA AGROPECUARIA SANTA BARBARA	1829	4	33	1575	722	1542	0	7	1	1	811	1575
EDO. ZULIA	MP. COLON	PQ. SANTA BARBARA	ESCUELA BASICA NACIONAL. LAS CASAS	324	1	5	239	117	234	0	1	0	0	116	239
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA ESTADAL TUNANA	85	1	0	44	12	44	0	0	0	0	32	44
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA NACIONAL EL CASTILLO	440	1	5	356	241	351	0	1	1	0	108	356
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BOLIVARIANA LOS CAÑITOS	514	1	9	403	255	394	0	0	0	0	139	403
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BOLIVARIANA EL ABANICO	632	2	16	503	308	487	0	2	0	0	177	503
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA ESTADAL KILOMETRO 12	554	1	10	390	262	380	0	0	0	0	118	390
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA BOLIVARIANA KILOMETRO 41
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BOLIVARIANA EL LABERINTO LE CAMBIARON EL NOMBRE A ESCUELA BOLIVARIANA JOSE RICARDO SALAZAR	715	2	9	559	404	550	0	0	2	0	144	559
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BOLIVARIANA EL GUAIMARO	544	1	4	445	240	441	0	0	0	0	201	445
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA PRE VACACIONAL EL PARAISO	492	1	6	431	311	425	0	5	0	0	109	431
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BOLIVARIANA EL UVITO LE CAMBIARON EL NOMBRE A DOCTOR LUIS RAMON PARADA	345	1	4	271	210	267	0	1	0	0	56	271
EDO. ZULIA	MP. COLON	PQ. MORALITO	UNIDAD EDUCATIVA ESTADAL BANCADA DE LIMONES	359	1	1	275	186	274	0	0	0	0	88	275
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BOLIVARIANA KILOMETRO 15	638	2	3	469	306	466	0	0	1	0	159	469
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA NACIONAL EL MORALITO	3164	6	51	2445	1309	2394	0	10	1	0	1074	2445
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA ESTADAL KILOMETRO 24	454	1	2	353	207	351	0	0	0	0	144	353
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BOLIVARIANA CAÑO NEGRO LE CAMBIARON EL NOMBRE A UNIDAD EDUCATIVA BOLIVARIANA FRANCISCO SILVESTRE ESPEJO CAMA#O	383	1	3	306	225	303	0	1	0	0	77	306
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA UNITARIA EL QUESITO NO EXISTE Y UTILIZAN LA ESCUELA 5 Y 6	211	1	3	154	80	151	0	0	0	0	71	154
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA NACIONAL EL CARACOLI	576	1	8	434	305	426	0	1	0	0	120	434
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA BOLIVARIANA KILOMETRO 35	936	2	12	756	487	744	0	0	0	0	257	756
EDO. ZULIA	MP. COLON	PQ. MORALITO	ESCUELA BASICA NACIONAL UNIT 27 47	170	1	1	129	75	128	0	0	0	0	53	129
EDO. ZULIA	MP. COLON	PQ. MORALITO	LICEO EL MORALITO	597	1	14	495	317	481	1	1	0	0	162	495
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	ESCUELA  BASICA ESTADAL SIMON BOLIVAR	2037	4	16	1511	919	1495	0	2	1	0	573	1511
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA EL MILAGRO	315	1	1	264	221	263	0	0	0	1	41	264
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	UNIDAD EDUCATIVA  ESTADAL RAFAEL MARIA BARALT  (ANEXO 1)	353	1	4	260	187	256	0	1	0	0	68	260
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	ESCUELA  BASICA NACIONAL  NOVENTA 548	246	1	0	175	112	175	1	0	0	0	62	175
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	ESCUELA BASICA NACIONAL MANUEL MONTERO	575	1	7	521	455	514	0	0	0	0	59	521
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	ESCUELA BASICA BOLIVARIANA CARMELO FERNANDEZ PAEZ	498	1	5	428	330	423	0	1	0	0	92	428
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	UNIDAD EDUCATIVA  ESTADAL RAFAEL MARIA BARALT	871	2	12	634	424	622	0	2	1	0	195	634
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	ESCUELA BOLIVARIANA CANDELARIO REYES MEDINA	1655	3	27	1232	900	1205	0	4	1	0	300	1232
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. SAN JOSE	ESCUELA  BASICA CAÑA FRESCA	1872	4	18	1444	823	1426	0	4	1	0	598	1444
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA BASICA ESTADAL MARIA ANDRADE	5008	9	100	3942	1709	3842	3	10	0	1	2119	3942
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA  BASICA  NACIONAL  BACHILLER FRANCISCO ARAUJO GARCIA	2239	4	30	1824	879	1794	0	8	0	1	906	1824
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	GRUPO ESCOLAR NACIONAL RAMON ESPINOZA	4971	9	59	3592	2310	3533	0	21	8	0	1194	3592
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UNIDAD EDUCATIVA  ESTADAL SANTIAGO QUINTERO	1013	2	15	801	508	786	0	2	0	1	275	801
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA  BOLIVARIANA JOSE ANTONIO VALECILLOS	1071	2	16	926	651	910	0	0	0	0	259	926
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UNIDAD EDUCATIVA ESTADAL MTRA MARIA CANGA	1744	3	20	1327	887	1307	1	2	2	0	415	1327
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA BASICA NACIONAL DOCTOR CRISTOBAL MENDOZA	4177	8	47	3224	1273	3177	0	9	2	5	1888	3224
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA BASICA NACIONAL JOSE DOMINGO MORALES	1274	3	21	1069	687	1048	0	3	0	0	358	1069
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA BASICA NACIONAL CREACION 8	769	2	11	656	287	645	0	1	0	1	356	656
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UNIDAD EDUCATIVA ESTADAL EMETERIO RIVAS	2036	4	29	1294	812	1265	1	3	0	0	449	1294
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UNIDAD EDUCATIVA  NACIONAL  EFRAIN SEGUNDO PEREZ	1196	3	11	992	655	981	0	5	1	0	320	992
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UNIDAD EDUCATIVA  NACIONAL ANA MARIA CAMPOS	4206	8	64	3344	1484	3280	2	9	0	1	1784	3344
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UE NACIONAL BOLIVARIANA DOÑA GRACIELA DE TETER	1000	2	14	873	676	859	0	0	0	0	183	873
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UNIDAD EDUCATIVA  CARMELO URDANETA	4267	8	78	3101	2059	3023	0	14	1	0	949	3101
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA BASICA NACIONAL BOLIVARIANA LOS ANGELES	677	2	24	591	523	567	1	3	0	0	40	591
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	ESCUELA BASICA ESTADAL NUTIBARA	1048	2	33	840	468	807	0	6	0	0	333	840
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. LA CONCEPCION	UNIDAD EDUCATIVA MANUEL VICENTE ROMERO GARCIA	2346	5	53	1935	777	1882	0	1	2	2	1100	1935
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. MARIANO PARRA LEON	ESCUELA NACIONAL CONCENTRADA 234	2647	5	34	2093	1220	2059	0	2	0	0	837	2093
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. MARIANO PARRA LEON	UNIDAD EDUCATIVA ESTADAL ABDENAGO AVILA	2099	4	26	1587	959	1561	0	2	1	0	599	1587
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	CENTRO DE EDUCACION INICIAL BOLIVARIANO MENCA DE LEONI	1695	3	27	1330	751	1303	0	2	2	0	548	1330
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	UNIDAD EDUCATIVA  MIGUEL JOSE SANZ	1014	2	15	778	416	763	0	0	1	0	346	778
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	ESCUELA BASICA NACIONAL LA PAZ	4386	8	79	3271	1774	3192	0	4	1	0	1413	3271
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	UNIDAD EDUCATIVA  ESTADAL LUISA CASERE DE ARISMENDI	787	2	11	535	390	524	0	2	0	0	132	535
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	ESCUELA NACIONAL PARCELAS DE LA PAZ	1080	2	5	765	456	760	0	1	0	0	303	765
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	UNIDAD EDUCATIVA ESTADAL LAS MARIA	892	2	9	705	421	696	0	2	0	0	273	705
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	UNIDAD FORMATIVA LOS VIVITOS	179	1	1	115	106	114	0	0	0	0	8	115
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	UE CHE GUEVARA	1377	3	5	1223	1212	1218	0	0	0	0	6	1223
EDO. ZULIA	MP. JESUS E LOSSADA	PQ. JOSE RAMON YEPEZ	ESCUELA  BASICA  NACIONAL  BOLIVARIANA  NOTEREY	788	2	13	556	312	543	0	2	1	0	228	556
